StateCode,StateName,Year,success_rate,ltfu_rate,death_rate,failure_rate,tb_patients_notified,success_rate_public,ltfu_rate_public,death_rate_public,success_rate_private,ltfu_rate_private,death_rate_private,notification_achievement,notification_target,notification_achievement_rate,presumptive_cases_examined,presumptive_examination_rate,population,drtb_pct,tb_hiv_coinfected_pct,tb_dm_coinfected_pct,tb_tobacco_pct,lab_tech_fill_rate,phc_doctor_fill_rate,chc_specialist_fill_rate,anm_fill_rate,pharmacist_fill_rate,state_category,expenditure_rural_health,expenditure_urban_health,expenditure_public_health,stunting_pct,underweight_pct,improved_sanitation_pct,improved_water_pct,health_insurance_coverage_pct,tobacco_use_men_pct,oop_per_hospitalisation,barrier_financial_pct,barrier_services_unavailable_pct,barrier_distance_pct,barrier_quality_pct,treatment_from_govt_pct,treatment_from_private_pct
12,Arunachal Pradesh,2019,82.0,7.1,2.2,1.2,2864.0,83.0,7.2,2.3,41.0,4.3,0.0,1161.0,4050.0,0.2866666666666667,15174.0,937.0,16.2,,,,,,,,,,North East States,4628654.0,3430065.0,1202599.0,28.15,14.45,81.65,95.5,31.05,47.95,4652.0,0.0,29.0,0.5,7.4,91.3,2.9
12,Arunachal Pradesh,2020,83.0,5.1,3.2,0.9,2424.0,83.0,5.1,3.2,25.0,0.0,0.0,1319.0,3500.0,0.3768571428571428,10003.0,610.0,16.4,,0.0,,,,,,,,,,,,28.15,14.45,81.65,95.5,31.05,47.95,4652.0,0.0,29.0,0.5,7.4,91.3,2.9
12,Arunachal Pradesh,2021,79.3,6.6,2.7,0.7,2726.0,79.3,6.6,2.7,,,,2621.0,3500.0,0.7488571428571429,17301.0,1038.0,17.0,,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,28.15,14.45,81.65,95.5,31.05,47.95,4652.0,0.0,29.0,0.5,7.4,91.3,2.9
12,Arunachal Pradesh,2022,82.4,7.5,2.2,0.8,2859.0,82.5,7.5,2.2,33.3,16.7,0.0,2709.0,3500.0,0.774,23301.0,1374.0,16.96,6.5,,2.0,10.0,,,,,,,,,,28.15,14.45,81.65,95.5,31.05,47.95,4652.0,0.0,29.0,0.5,7.4,91.3,2.9
13,Nagaland,2018,79.0,4.0,2.0,0.0,4322.0,87.0,4.0,2.0,37.0,4.0,3.0,1935.0,3811.0,0.5077407504591971,14128.0,689.0,20.5022,,,,,,,,,,North East States,1399254.0,2896475.0,1543457.0,30.9,26.1,86.30000000000001,91.65,19.05,48.15,7572.0,0.0,7.7,1.7,23.6,64.5,28.2
13,Nagaland,2019,83.0,3.5,2.3,0.6,4693.0,84.0,3.3,2.1,74.0,4.5,3.7,2255.0,4400.0,0.5125,18129.0,876.0,20.7,,,,,0.0,0.0,,0.0,0.0,North East States,1519497.0,3858016.0,899310.0,30.9,26.1,86.30000000000001,91.65,19.05,48.15,7572.0,0.0,7.7,1.7,23.6,64.5,28.2
13,Nagaland,2020,81.0,2.6,2.8,0.7,3518.0,81.0,2.3,2.8,81.0,3.7,2.5,2224.0,5000.0,0.4448,11207.0,541.0,20.7,,10.0,,,0.0,0.0,0.0,0.0,0.0,,,,,30.9,26.1,86.30000000000001,91.65,19.05,48.15,7572.0,0.0,7.7,1.7,23.6,64.5,28.2
13,Nagaland,2021,85.9,2.9,3.1,1.1,3636.0,85.9,2.7,2.7,85.4,4.1,5.2,3619.0,5000.0,0.7238,15838.0,761.0,21.0,,,5.0,16.0,0.0,0.0,0.3,0.0,0.0,,,,,30.9,26.1,86.30000000000001,91.65,19.05,48.15,7572.0,0.0,7.7,1.7,23.6,64.5,28.2
13,Nagaland,2022,87.9,4.7,2.3,0.7,4142.0,87.9,4.8,2.5,88.4,4.5,0.5,3933.0,5000.0,0.7866,23964.0,1147.0,20.9,2.5,,4.0,16.5,,0.0579710144927536,,,,,,,,30.9,26.1,86.30000000000001,91.65,19.05,48.15,7572.0,0.0,7.7,1.7,23.6,64.5,28.2
14,Manipur,2018,80.0,3.0,3.0,0.0,2862.0,80.0,3.0,3.0,79.0,4.0,2.0,976.0,3796.0,0.2571127502634352,18206.0,600.0,30.34285,,,,,,,,,,North East States,3298171.0,897498.0,459079.0,22.6,13.2,64.05,79.65,13.8,56.9,15043.0,0.0,8.7,2.2,12.8,81.4,12.3
14,Manipur,2019,69.0,2.9,2.8,0.2,2623.0,69.0,2.4,3.1,64.0,5.4,1.1,1043.0,3500.0,0.298,15540.0,505.0,30.8,,,,,0.2647058823529412,0.1260504201680672,0.25,0.1204717775905644,0.0,North East States,3919869.0,905950.0,418699.0,22.6,13.2,64.05,79.65,13.8,56.9,15043.0,0.0,8.7,2.2,12.8,81.4,12.3
14,Manipur,2020,80.0,2.7,3.5,0.4,1564.0,82.0,2.7,3.5,64.0,2.8,4.0,935.0,3500.0,0.2671428571428571,5957.0,191.0,31.2,,7.0,,,0.0,0.0,0.8333333333333334,0.0,0.0,,,,,22.6,13.2,64.05,79.65,13.8,56.9,15043.0,0.0,8.7,2.2,12.8,81.4,12.3
14,Manipur,2021,79.4,3.4,4.0,0.5,1815.0,80.4,3.4,4.3,71.0,3.3,1.6,1749.0,3500.0,0.4997142857142857,13648.0,431.0,32.0,,,15.0,28.0,0.1259259259259259,0.086053412462908,0.4230769230769231,0.1175438596491228,0.0,,,,,22.6,13.2,64.05,79.65,13.8,56.9,15043.0,0.0,8.7,2.2,12.8,81.4,12.3
14,Manipur,2022,71.6,4.2,3.3,0.3,2584.0,74.5,4.1,3.5,42.8,4.5,1.6,2360.0,3000.0,0.7866666666666666,17923.0,506.0,35.43,2.0,,18.0,19.5,0.1374045801526717,0.1020408163265306,0.4375,0.1307609860664523,0.0121212121212121,,,,,22.6,13.2,64.05,79.65,13.8,56.9,15043.0,0.0,8.7,2.2,12.8,81.4,12.3
15,Mizoram,2018,88.0,2.0,2.0,1.0,2576.0,89.0,2.0,2.0,34.0,0.0,0.0,1186.0,3600.0,0.3294444444444444,13589.0,1111.0,12.23413,,,,,,,,,,North East States,1233076.0,1878349.0,1734459.0,28.7,12.55,95.15,95.5,47.0,73.45,4478.0,0.0,4.1,6.4,4.6,79.0,13.2
15,Mizoram,2019,67.0,1.4,1.6,0.3,2930.0,68.0,1.4,1.7,48.0,1.9,0.0,1084.0,3250.0,0.3335384615384615,15181.0,1214.0,12.5,,,,,,,,,,North East States,1351989.0,1925259.0,1595699.0,28.7,12.55,95.15,95.5,47.0,73.45,4478.0,0.0,4.1,6.4,4.6,79.0,13.2
15,Mizoram,2020,89.0,1.6,2.5,0.3,1988.0,89.0,1.5,2.7,87.0,2.5,0.0,1131.0,4000.0,0.28275,10623.0,842.0,12.6,,12.0,,,,,,,,,,,,28.7,12.55,95.15,95.5,47.0,73.45,4478.0,0.0,4.1,6.4,4.6,79.0,13.2
15,Mizoram,2021,88.4,2.0,4.3,1.0,1670.0,88.2,1.9,4.2,90.4,2.7,5.3,1677.0,4000.0,0.41925,7679.0,600.0,13.0,,,6.0,45.0,,,,,,,,,,28.7,12.55,95.15,95.5,47.0,73.45,4478.0,0.0,4.1,6.4,4.6,79.0,13.2
15,Mizoram,2022,87.5,1.9,4.3,0.5,1993.0,87.5,1.9,4.3,88.9,5.6,5.6,1918.0,3000.0,0.6393333333333333,15715.0,1209.0,13.0,6.4,,6.0,39.0,,,,,,,,,,28.7,12.55,95.15,95.5,47.0,73.45,4478.0,0.0,4.1,6.4,4.6,79.0,13.2
16,Tripura,2018,87.0,2.0,5.0,1.0,2702.0,87.0,2.0,5.0,75.0,0.0,0.0,584.0,5383.0,0.108489689764072,25988.0,668.0,38.93295,,,,,,,,,,North East States,1421656.0,4300090.0,779163.0,30.5,22.35,75.05,91.1,30.7,55.45,6147.0,0.0,35.5,8.0,23.6,80.4,3.2
16,Tripura,2019,83.0,2.9,5.9,0.6,2936.0,83.0,2.9,5.9,67.0,8.3,0.0,738.0,3100.0,0.2380645161290322,45827.0,1166.0,39.3,,,,,,,,,,North East States,1442338.0,4211150.0,828821.0,30.5,22.35,75.05,91.1,30.7,55.45,6147.0,0.0,35.5,8.0,23.6,80.4,3.2
16,Tripura,2020,81.0,2.3,7.4,0.4,2137.0,81.0,2.3,7.5,67.0,0.0,0.0,897.0,3500.0,0.2562857142857143,23137.0,585.0,39.6,,1.0,,,,,,,,,,,,30.5,22.35,75.05,91.1,30.7,55.45,6147.0,0.0,35.5,8.0,23.6,80.4,3.2
16,Tripura,2021,85.3,2.1,6.1,0.4,2729.0,85.3,2.1,6.1,83.3,0.0,8.3,2463.0,3500.0,0.7037142857142857,23536.0,590.0,40.0,,,16.0,16.0,,,,,,,,,,30.5,22.35,75.05,91.1,30.7,55.45,6147.0,0.0,35.5,8.0,23.6,80.4,3.2
16,Tripura,2022,86.8,2.4,5.6,0.4,3266.0,86.9,2.4,5.6,82.5,0.0,2.5,2745.0,3500.0,0.7842857142857143,54632.0,1359.0,40.21,0.7,,16.0,12.0,,,,,,,,,,30.5,22.35,75.05,91.1,30.7,55.45,6147.0,0.0,35.5,8.0,23.6,80.4,3.2
17,Meghalaya,2018,76.0,3.0,3.0,1.0,4459.0,79.0,2.0,4.0,48.0,5.0,1.0,4552.0,7005.0,0.6498215560314061,33392.0,953.0,35.05055,,,,,,,,,,North East States,2260519.0,4586734.0,613418.0,41.650000000000006,24.75,82.3,84.6,59.65,53.8,4083.0,0.1,5.9,1.9,8.7,87.4,8.6
17,Meghalaya,2019,80.0,3.1,3.7,0.7,4963.0,79.0,3.0,4.2,84.0,4.3,0.5,5329.0,5700.0,0.9349122807017544,34747.0,968.0,35.9,,,,,,,,,,North East States,2229958.0,3117258.0,491883.0,41.650000000000006,24.75,82.3,84.6,59.65,53.8,4083.0,0.1,5.9,1.9,8.7,87.4,8.6
17,Meghalaya,2020,80.0,3.8,4.8,0.7,3864.0,80.0,3.2,5.2,82.0,9.4,1.7,4040.0,6000.0,0.6733333333333333,21445.0,586.0,36.6,,4.0,,,0.0,0.0,0.2,0.0,0.0,,,,,41.650000000000006,24.75,82.3,84.6,59.65,53.8,4083.0,0.1,5.9,1.9,8.7,87.4,8.6
17,Meghalaya,2021,84.8,2.1,4.6,0.5,3916.0,84.1,2.0,5.0,91.7,3.0,1.1,4048.0,6000.0,0.6746666666666666,23821.0,637.0,37.0,,,4.0,58.0,0.0,0.0742857142857142,0.0,0.0,0.0,,,,,41.650000000000006,24.75,82.3,84.6,59.65,53.8,4083.0,0.1,5.9,1.9,8.7,87.4,8.6
17,Meghalaya,2022,83.2,3.0,4.2,0.5,4639.0,83.4,3.0,4.4,80.2,2.5,2.0,4877.0,6000.0,0.8128333333333333,51351.0,1350.0,38.05,6.1,,5.0,52.0,,0.0393258426966292,0.0,,,,,,,41.650000000000006,24.75,82.3,84.6,59.65,53.8,4083.0,0.1,5.9,1.9,8.7,87.4,8.6
18,Assam,2018,83.0,4.0,4.0,1.0,41676.0,86.0,4.0,4.0,60.0,1.0,1.0,40872.0,67436.0,0.6060857702117564,185660.0,543.0,341.83941,,,,,,,,,,EAG+1 States,30948977.0,4007036.0,1789286.0,32.9,29.75,69.05000000000001,88.65,56.0,48.6,13798.0,6.7,17.1,9.5,23.4,69.8,23.3
18,Assam,2019,83.0,2.5,3.9,0.4,47779.0,84.0,2.7,3.9,76.0,1.5,3.2,48029.0,50000.0,0.96058,207598.0,600.0,346.2,,,,,,,,,,EAG+1 States,35330211.0,4423527.0,1893122.0,32.9,29.75,69.05000000000001,88.65,56.0,48.6,13798.0,6.7,17.1,9.5,23.4,69.8,23.3
18,Assam,2020,84.0,1.8,4.1,0.4,34540.0,84.0,1.9,4.1,83.0,1.3,4.5,34779.0,59800.0,0.5815886287625418,124025.0,354.0,350.5,,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,32.9,29.75,69.05000000000001,88.65,56.0,48.6,13798.0,6.7,17.1,9.5,23.4,69.8,23.3
18,Assam,2021,88.1,1.9,4.4,0.5,37553.0,88.0,2.0,4.3,88.9,1.5,4.7,37408.0,62100.0,0.6023832528180354,126078.0,355.0,355.0,,,7.0,24.0,0.0868628858578607,0.1753130590339892,0.42,0.048823400043985,0.0370898716119828,,,,,32.9,29.75,69.05000000000001,88.65,56.0,48.6,13798.0,6.7,17.1,9.5,23.4,69.8,23.3
18,Assam,2022,88.6,1.4,3.7,0.4,47404.0,88.5,1.5,3.8,89.5,1.3,3.1,47603.0,61000.0,0.7803770491803279,284171.0,791.0,359.12,2.0,,8.0,19.5,,0.1459492888064316,0.3295880149812734,,,,,,,32.9,29.75,69.05000000000001,88.65,56.0,48.6,13798.0,6.7,17.1,9.5,23.4,69.8,23.3
19,West Bengal,2018,84.0,3.0,5.0,1.0,101033.0,86.0,3.0,5.0,67.0,2.0,2.0,110692.0,166848.0,0.6634301879555045,1026585.0,1047.0,980.05985,,,,,,,,,,Major (Non EAG States),34620084.0,39339221.0,2695219.0,33.25,31.1,69.85,97.75,28.45,47.3,14580.0,0.3,13.6,2.7,33.2,57.6,16.5
19,West Bengal,2019,81.0,2.7,5.0,0.6,108497.0,83.0,2.6,5.2,70.0,3.0,3.9,108743.0,125000.0,0.869944,1362090.0,1376.0,989.6,,,,,0.1513513513513513,0.3891402714932127,0.8763066202090593,0.0319506726457399,0.085547634478289,Major (Non EAG States),37218450.0,42610851.0,7083422.0,33.25,31.1,69.85,97.75,28.45,47.3,14580.0,0.3,13.6,2.7,33.2,57.6,16.5
19,West Bengal,2020,84.0,2.0,5.6,0.6,77477.0,84.0,2.0,5.6,82.0,2.0,5.0,70877.0,140000.0,0.5062642857142857,914137.0,915.0,999.1,,1.0,,,0.3487738419618528,0.2100719424460431,0.5492264416315049,0.0336313546106663,0.0574564234990316,,,,,33.25,31.1,69.85,97.75,28.45,47.3,14580.0,0.3,13.6,2.7,33.2,57.6,16.5
19,West Bengal,2021,83.4,1.9,5.6,0.7,89277.0,84.3,1.9,5.7,75.3,1.7,4.7,74580.0,140000.0,0.5327142857142857,955286.0,947.0,1009.0,,,12.0,18.5,0.4085808580858086,0.3770384866275277,0.7957317073170732,0.1088919422907056,0.1432038834951456,,,,,33.25,31.1,69.85,97.75,28.45,47.3,14580.0,0.3,13.6,2.7,33.2,57.6,16.5
19,West Bengal,2022,85.7,2.0,5.0,0.6,92921.0,86.0,2.1,5.1,81.8,1.9,3.8,89427.0,130000.0,0.6879,1387242.0,1367.0,1014.61,3.1,,14.0,18.0,0.3706484641638225,0.3660598179453836,0.6643598615916955,0.1180598095450242,0.1431238332296204,,,,,33.25,31.1,69.85,97.75,28.45,47.3,14580.0,0.3,13.6,2.7,33.2,57.6,16.5
20,Jharkhand,2018,83.0,3.0,2.0,0.0,48669.0,89.0,2.0,3.0,62.0,4.0,1.0,45388.0,70811.0,0.6409738599935039,239576.0,630.0,380.3101,,,,,,,,,,EAG+1 States,4239461.0,21836250.0,1111829.0,34.55,35.7,63.35,89.35,47.35,44.1,19057.0,0.9,15.4,8.0,42.1,37.8,44.2
20,Jharkhand,2019,77.0,2.8,2.3,0.5,56524.0,82.0,2.0,2.5,60.0,5.8,1.8,56023.0,60000.0,0.9337166666666666,263871.0,681.0,387.6,,,,,0.5875,0.4962518740629685,0.9057142857142856,0.2985471886436731,0.3788659793814433,EAG+1 States,4069333.0,22816668.0,1157727.0,34.55,35.7,63.35,89.35,47.35,44.1,19057.0,0.9,15.4,8.0,42.1,37.8,44.2
20,Jharkhand,2020,83.0,5.2,3.4,0.4,45660.0,84.0,2.2,2.9,82.0,11.3,4.5,45604.0,65000.0,0.7016,189759.0,481.0,394.8,,1.0,,,0.3321100917431193,0.3272727272727272,0.471976401179941,0.0618170465188885,0.4168797953964194,,,,,34.55,35.7,63.35,89.35,47.35,44.1,19057.0,0.9,15.4,8.0,42.1,37.8,44.2
20,Jharkhand,2021,86.5,4.8,3.5,0.4,52793.0,87.8,2.4,3.1,83.8,10.0,4.3,52256.0,65000.0,0.8039384615384615,202556.0,504.0,402.0,,,5.0,12.5,0.3625429553264604,0.0446735395189003,0.7280701754385965,0.373640976081179,0.512987012987013,,,,,34.55,35.7,63.35,89.35,47.35,44.1,19057.0,0.9,15.4,8.0,42.1,37.8,44.2
20,Jharkhand,2022,89.2,2.2,2.6,0.5,58996.0,89.2,1.8,2.7,89.3,3.6,2.5,57318.0,70000.0,0.8188285714285715,367853.0,898.0,409.47,1.5,,5.0,9.5,0.352233676975945,0.0206185567010309,0.6973684210526315,0.5029048656499637,0.5043290043290043,,,,,34.55,35.7,63.35,89.35,47.35,44.1,19057.0,0.9,15.4,8.0,42.1,37.8,44.2
21,Odisha,2018,88.0,3.0,5.0,0.0,48307.0,89.0,3.0,5.0,82.0,3.0,2.0,48398.0,72613.0,0.6665197691873356,343587.0,758.0,453.49185,,,,,,,,,,EAG+1 States,25277579.0,14713856.0,7824771.0,28.45,26.25,65.15,93.55,40.6,47.3,11476.0,0.3,20.4,3.1,28.2,71.6,24.8
21,Odisha,2019,87.0,2.2,5.2,0.3,52279.0,88.0,2.1,5.4,82.0,3.2,3.3,52968.0,83000.0,0.6381686746987952,414215.0,904.0,458.4,,,,,0.0,0.3959881129271916,0.8456507521255723,0.0,0.0389189189189189,EAG+1 States,27930179.0,15750593.0,8305554.0,28.45,26.25,65.15,93.55,40.6,47.3,11476.0,0.3,20.4,3.1,28.2,71.6,24.8
21,Odisha,2020,89.0,1.3,5.6,0.2,44995.0,89.0,1.3,5.8,91.0,1.2,2.4,45346.0,65000.0,0.6976307692307693,585578.0,1264.0,463.2,,1.0,,,0.0,0.3579192546583851,0.7887989203778677,0.0,0.0931477516059957,,,,,28.45,26.25,65.15,93.55,40.6,47.3,11476.0,0.3,20.4,3.1,28.2,71.6,24.8
21,Odisha,2021,89.7,1.0,5.7,0.2,51788.0,89.6,1.0,6.0,91.8,0.7,2.6,51990.0,65000.0,0.7998461538461539,874054.0,1867.0,468.0,,,8.0,14.0,0.1986628462273161,0.304282494365139,0.7954996690933157,0.1081430924923511,0.1682151589242053,,,,,28.45,26.25,65.15,93.55,40.6,47.3,11476.0,0.3,20.4,3.1,28.2,71.6,24.8
21,Odisha,2022,91.0,0.8,4.4,0.2,59656.0,91.0,0.8,4.7,91.6,1.1,1.6,60262.0,65000.0,0.9271076923076924,1225297.0,2590.0,473.01,0.9,,8.0,12.5,0.1928251121076233,0.2573143285821455,0.7976190476190477,0.1120436983746336,0.1661097852028639,,,,,28.45,26.25,65.15,93.55,40.6,47.3,11476.0,0.3,20.4,3.1,28.2,71.6,24.8
22,Chhattisgarh,2018,84.0,2.0,3.0,1.0,40527.0,89.0,2.0,4.0,67.0,1.0,1.0,38473.0,55409.0,0.6943456839141656,239783.0,826.0,290.33682,,,,,,,,,,EAG+1 States,19014850.0,12002656.0,1775879.0,32.85,29.25,80.85,96.65,70.44999999999999,39.7,22896.0,3.1,23.9,6.7,23.8,51.7,39.9
22,Chhattisgarh,2019,84.0,1.9,3.7,0.5,42845.0,85.0,1.7,4.4,82.0,2.4,1.7,42594.0,53000.0,0.8036603773584906,301744.0,1021.0,295.4,,,,,0.2660869565217391,0.5946969696969697,0.9090909090909092,0.0,0.1092362344582593,EAG+1 States,24032652.0,14542740.0,2667207.0,32.85,29.25,80.85,96.65,70.44999999999999,39.7,22896.0,3.1,23.9,6.7,23.8,51.7,39.9
22,Chhattisgarh,2020,86.0,2.4,4.7,0.5,29104.0,87.0,1.7,5.2,83.0,4.5,3.4,28573.0,55000.0,0.5195090909090909,175833.0,585.0,300.3,,1.0,,,0.189,0.5215782983970407,0.8932874354561101,0.0715069782029167,0.1232622798887859,,,,,32.85,29.25,80.85,96.65,70.44999999999999,39.7,22896.0,3.1,23.9,6.7,23.8,51.7,39.9
22,Chhattisgarh,2021,85.9,1.9,5.7,0.5,32184.0,86.0,1.4,5.8,85.6,3.8,5.5,31705.0,55000.0,0.5764545454545454,214665.0,703.0,305.0,,,8.0,22.0,0.1405312767780634,0.4302059496567506,0.8283828382838284,0.0,0.2290292177191329,,,,,32.85,29.25,80.85,96.65,70.44999999999999,39.7,22896.0,3.1,23.9,6.7,23.8,51.7,39.9
22,Chhattisgarh,2022,88.3,1.9,5.4,0.5,38788.0,88.7,1.5,5.0,87.0,2.9,6.7,36807.0,55000.0,0.6692181818181818,487368.0,1605.0,303.59,1.8,,9.0,19.5,0.2617342879872713,0.4922440537745605,0.8928571428571429,0.1956486704270749,0.2943294329432943,,,,,32.85,29.25,80.85,96.65,70.44999999999999,39.7,22896.0,3.1,23.9,6.7,23.8,51.7,39.9
23,Madhya Pradesh,2018,81.0,4.0,3.0,1.0,152846.0,88.0,4.0,3.0,57.0,6.0,1.0,150060.0,201982.0,0.7429374894792605,675536.0,826.0,817.41779,,,,,,,,,,EAG+1 States,20157931.0,43835480.0,4163511.0,33.7,31.4,70.2,91.8,39.1,43.05,14655.0,0.0,18.5,4.2,40.3,46.3,45.8
23,Madhya Pradesh,2019,79.0,5.3,3.0,0.6,183177.0,83.0,3.5,3.2,65.0,11.8,2.2,185517.0,227000.0,0.8172555066079296,618246.0,744.0,830.6,,,,,0.0,0.4797430830039526,0.9158576051779936,0.1873539518900343,0.2230337078651685,EAG+1 States,19196464.0,60343651.0,4609052.0,33.7,31.4,70.2,91.8,39.1,43.05,14655.0,0.0,18.5,4.2,40.3,46.3,45.8
23,Madhya Pradesh,2020,80.0,4.5,3.5,0.6,135759.0,84.0,3.3,3.6,64.0,8.6,3.2,136278.0,240100.0,0.5675885047896709,522913.0,620.0,843.6,,1.0,,,0.4542440318302387,0.3016393442622951,0.9554263565891472,0.0633137011779293,0.1226790450928382,,,,,33.7,31.4,70.2,91.8,39.1,43.05,14655.0,0.0,18.5,4.2,40.3,46.3,45.8
23,Madhya Pradesh,2021,84.7,4.4,4.0,0.7,166098.0,85.1,3.4,4.2,83.9,7.0,3.6,164759.0,240100.0,0.6862099125364431,634719.0,741.0,857.0,,,5.0,11.5,0.302158273381295,0.3073661897191309,0.9544973544973544,0.0688583197326494,0.0601700457815565,,,,,33.7,31.4,70.2,91.8,39.1,43.05,14655.0,0.0,18.5,4.2,40.3,46.3,45.8
23,Madhya Pradesh,2022,87.3,3.4,3.5,0.6,186709.0,87.1,2.6,3.6,87.9,5.8,3.2,185873.0,245000.0,0.758665306122449,1309645.0,1505.0,870.0,1.6,,6.0,9.5,0.2797246558197747,0.1618705035971223,0.944677284157586,0.0595782935599869,0.1082603254067584,,,,,33.7,31.4,70.2,91.8,39.1,43.05,14655.0,0.0,18.5,4.2,40.3,46.3,45.8
24,Gujarat,2018,82.0,4.0,4.0,1.0,148695.0,84.0,3.0,6.0,77.0,7.0,2.0,141663.0,160923.0,0.8803154303611044,869701.0,1285.0,676.73985,,,,,,,,,,Major (Non EAG States),13132241.0,44198416.0,16564661.0,37.7,38.4,76.3,97.55,38.7,40.150000000000006,15448.0,0.4,11.7,6.8,30.2,30.2,58.9
24,Gujarat,2019,85.0,2.9,4.5,0.8,150999.0,86.0,2.2,5.3,85.0,4.3,3.1,156113.0,170000.0,0.9183117647058824,977630.0,1423.0,687.2,,,,,0.0608365019011406,0.1716559302766199,0.8036605657237936,0.1385077992858485,0.1066666666666666,Major (Non EAG States),11806439.0,38761054.0,18493113.0,37.7,38.4,76.3,97.55,38.7,40.150000000000006,15448.0,0.4,11.7,6.8,30.2,30.2,58.9
24,Gujarat,2020,88.0,2.1,4.7,0.8,115345.0,87.0,1.4,5.5,90.0,3.4,3.2,117868.0,195000.0,0.6044512820512821,811825.0,1164.0,697.6,,2.0,,,0.1752232142857142,0.2027822364901016,0.9514925373134328,0.2043583132329701,0.1668472372697725,,,,,37.7,38.4,76.3,97.55,38.7,40.150000000000006,15448.0,0.4,11.7,6.8,30.2,30.2,58.9
24,Gujarat,2021,88.7,1.8,5.0,0.7,138070.0,87.7,1.3,5.7,91.2,2.8,3.1,141510.0,195000.0,0.7256923076923077,889374.0,1256.0,708.0,,,5.0,13.5,0.0254143646408839,0.117708880714661,0.6311475409836066,0.1372869684971595,0.1016574585635359,,,,,37.7,38.4,76.3,97.55,38.7,40.150000000000006,15448.0,0.4,11.7,6.8,30.2,30.2,58.9
