Country,StateName,StateCode,Year,GENDER,I1227_4_sum,I1227_4_avg,I1227_5_sum,I1227_5_avg,I1227_6_sum,I1227_6_avg,I1227_7_sum,I1227_7_avg,I1227_8_sum,I1227_8_avg
India,Assam,18,"Calendar Year (Jan - Dec), 2023",TransGender,11,11.0,10.0,10.0,0.0,0.0,90.9,90.9,0.0,0.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021",Female,36074,36074.0,29463.0,29463.0,1459.0,1459.0,82.0,82.0,4.0,4.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021",Male,75518,75518.0,60372.0,60372.0,4333.0,4333.0,80.0,80.0,6.0,6.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021",TransGender,71,71.0,57.0,57.0,2.0,2.0,80.0,80.0,3.0,3.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022",Female,25416,25416.0,21637.0,21637.0,1151.0,1151.0,85.0,85.0,5.0,5.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022",Male,52038,52038.0,43509.0,43509.0,3167.0,3167.0,84.0,84.0,6.0,6.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022",TransGender,23,23.0,19.0,19.0,2.0,2.0,83.0,83.0,9.0,9.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2023",Female,29325,29325.0,24726.0,24726.0,1262.0,1262.0,84.3,84.3,4.3,4.3
India,West Bengal,19,"Calendar Year (Jan - Dec), 2023",Male,59930,59930.0,49688.0,49688.0,3701.0,3701.0,82.9,82.9,6.2,6.2
India,West Bengal,19,"Calendar Year (Jan - Dec), 2023",TransGender,22,22.0,18.0,18.0,0.0,0.0,81.8,81.8,0.0,0.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021",Female,17795,17795.0,13606.0,13606.0,353.0,353.0,76.0,76.0,2.0,2.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021",Male,39679,39679.0,30138.0,30138.0,1056.0,1056.0,76.0,76.0,3.0,3.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021",TransGender,56,56.0,42.0,42.0,1.0,1.0,75.0,75.0,2.0,2.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022",Female,14460,14460.0,12250.0,12250.0,424.0,424.0,85.0,85.0,3.0,3.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022",Male,31191,31191.0,25783.0,25783.0,1144.0,1144.0,83.0,83.0,4.0,4.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022",TransGender,9,9.0,8.0,8.0,0.0,0.0,89.0,89.0,0.0,0.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2023",Female,17097,17097.0,14917.0,14917.0,474.0,474.0,87.2,87.2,2.8,2.8
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2023",Male,35675,35675.0,30739.0,30739.0,1351.0,1351.0,86.2,86.2,3.8,3.8
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2023",TransGender,20,20.0,16.0,16.0,1.0,1.0,80.0,80.0,5.0,5.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2021",Female,17599,17599.0,15629.0,15629.0,775.0,775.0,89.0,89.0,4.0,4.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2021",Male,35390,35390.0,30407.0,30407.0,2032.0,2032.0,86.0,86.0,6.0,6.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2021",TransGender,63,63.0,55.0,55.0,3.0,3.0,87.0,87.0,5.0,5.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2022",Female,14766,14766.0,13324.0,13324.0,703.0,703.0,90.0,90.0,5.0,5.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2022",Male,30204,30204.0,26649.0,26649.0,1803.0,1803.0,88.0,88.0,6.0,6.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2022",TransGender,25,25.0,22.0,22.0,0.0,0.0,88.0,88.0,0.0,0.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2023",Female,17298,17298.0,15764.0,15764.0,801.0,801.0,91.1,91.1,4.6,4.6
India,Odisha,21,"Calendar Year (Jan - Dec), 2023",Male,34472,34472.0,30694.0,30694.0,2170.0,2170.0,89.0,89.0,6.3,6.3
India,Odisha,21,"Calendar Year (Jan - Dec), 2023",TransGender,18,18.0,15.0,15.0,2.0,2.0,83.3,83.3,11.1,11.1
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2021",Female,14966,14966.0,12870.0,12870.0,448.0,448.0,86.0,86.0,3.0,3.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2021",Male,28473,28473.0,23616.0,23616.0,1221.0,1221.0,83.0,83.0,4.0,4.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2021",TransGender,41,41.0,35.0,35.0,4.0,4.0,85.0,85.0,10.0,10.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2022",Female,10593,10593.0,9248.0,9248.0,376.0,376.0,87.0,87.0,4.0,4.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2022",Male,18493,18493.0,15818.0,15818.0,1002.0,1002.0,86.0,86.0,5.0,5.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2022",TransGender,18,18.0,14.0,14.0,2.0,2.0,78.0,78.0,11.0,11.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2023",Female,11957,11957.0,10571.0,10571.0,518.0,518.0,88.4,88.4,4.3,4.3
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2023",Male,20210,20210.0,17058.0,17058.0,1328.0,1328.0,84.4,84.4,6.6,6.6
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2023",TransGender,17,17.0,17.0,17.0,0.0,0.0,100.0,100.0,0.0,0.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2021",Female,67883,67883.0,55367.0,55367.0,1593.0,1593.0,82.0,82.0,2.0,2.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2021",Male,119228,119228.0,91160.0,91160.0,4345.0,4345.0,76.0,76.0,4.0,4.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2021",TransGender,185,185.0,147.0,147.0,5.0,5.0,79.0,79.0,3.0,3.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2022",Female,50151,50151.0,41525.0,41525.0,1323.0,1323.0,83.0,83.0,3.0,3.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2022",Male,85532,85532.0,66420.0,66420.0,3471.0,3471.0,78.0,78.0,4.0,4.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2022",TransGender,76,76.0,61.0,61.0,1.0,1.0,80.0,80.0,1.0,1.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2023",Female,63342,63342.0,55460.0,55460.0,1738.0,1738.0,87.6,87.6,2.7,2.7
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2023",Male,102694,102694.0,85228.0,85228.0,4902.0,4902.0,83.0,83.0,4.8,4.8
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2023",TransGender,62,62.0,50.0,50.0,3.0,3.0,80.6,80.6,4.8,4.8
India,Gujarat,24,"Calendar Year (Jan - Dec), 2021",Female,54418,54418.0,47215.0,47215.0,1942.0,1942.0,87.0,87.0,4.0,4.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2021",Male,101713,101713.0,83963.0,83963.0,5545.0,5545.0,83.0,83.0,5.0,5.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2021",TransGender,92,92.0,74.0,74.0,2.0,2.0,80.0,80.0,2.0,2.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2022",Female,41423,41423.0,37464.0,37464.0,1444.0,1444.0,90.0,90.0,3.0,3.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2022",Male,73866,73866.0,63970.0,63970.0,4027.0,4027.0,87.0,87.0,5.0,5.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2022",TransGender,56,56.0,50.0,50.0,1.0,1.0,89.0,89.0,2.0,2.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2023",Female,49881,49881.0,45438.0,45438.0,1747.0,1747.0,91.1,91.1,3.5,3.5
India,Gujarat,24,"Calendar Year (Jan - Dec), 2023",Male,88146,88146.0,77048.0,77048.0,5093.0,5093.0,87.4,87.4,5.8,5.8
India,Gujarat,24,"Calendar Year (Jan - Dec), 2023",TransGender,40,40.0,32.0,32.0,6.0,6.0,80.0,80.0,15.0,15.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2021",Female,96781,96781.0,78756.0,78756.0,3287.0,3287.0,81.0,81.0,3.0,3.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2021",Male,126223,126223.0,99726.0,99726.0,6756.0,6756.0,79.0,79.0,5.0,5.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2021",TransGender,203,203.0,155.0,155.0,7.0,7.0,76.0,76.0,3.0,3.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2022",Female,66324,66324.0,56972.0,56972.0,2370.0,2370.0,86.0,86.0,4.0,4.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2022",Male,81008,81008.0,67268.0,67268.0,4614.0,4614.0,83.0,83.0,6.0,6.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2022",TransGender,88,88.0,77.0,77.0,4.0,4.0,88.0,88.0,5.0,5.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2023",Female,84911,84911.0,74933.0,74933.0,2736.0,2736.0,88.2,88.2,3.2,3.2
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2023",Male,97556,97556.0,83525.0,83525.0,5067.0,5067.0,85.6,85.6,5.2,5.2
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2022",Male,41020,41020.0,36519.0,36519.0,1838.0,1838.0,89.0,89.0,4.0,4.0
India,Maharashtra,27,"Calendar Year (Jan - Dec), 2023",TransGender,83,83.0,66.0,66.0,6.0,6.0,79.5,79.5,7.2,7.2
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2021",Female,33167,33167.0,30411.0,30411.0,959.0,959.0,92.0,92.0,3.0,3.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2021",Male,66611,66611.0,58619.0,58619.0,2991.0,2991.0,88.0,88.0,4.0,4.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2021",TransGender,124,124.0,106.0,106.0,6.0,6.0,85.0,85.0,5.0,5.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2022",Female,21862,21862.0,20127.0,20127.0,650.0,650.0,92.0,92.0,3.0,3.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2022",TransGender,32,32.0,29.0,29.0,2.0,2.0,91.0,91.0,6.0,6.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2023",Female,29686,29686.0,28021.0,28021.0,588.0,588.0,94.4,94.4,2.0,2.0
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2023",Male,55479,55479.0,51269.0,51269.0,1635.0,1635.0,92.4,92.4,2.9,2.9
India,Andhra Pradesh,28,"Calendar Year (Jan - Dec), 2023",TransGender,35,35.0,31.0,31.0,0.0,0.0,88.6,88.6,0.0,0.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2021",Female,32011,32011.0,26619.0,26619.0,1629.0,1629.0,83.0,83.0,5.0,5.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2021",Male,58101,58101.0,44875.0,44875.0,4308.0,4308.0,77.0,77.0,7.0,7.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2021",TransGender,88,88.0,67.0,67.0,5.0,5.0,76.0,76.0,6.0,6.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2022",Female,22949,22949.0,19481.0,19481.0,1219.0,1219.0,85.0,85.0,5.0,5.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2022",Male,39537,39537.0,31243.0,31243.0,3267.0,3267.0,79.0,79.0,8.0,8.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2022",TransGender,48,48.0,32.0,32.0,4.0,4.0,67.0,67.0,8.0,8.0
India,Karnataka,29,"Calendar Year (Jan - Dec), 2023",Female,25818,25818.0,22091.0,22091.0,1463.0,1463.0,85.6,85.6,5.7,5.7
India,Karnataka,29,"Calendar Year (Jan - Dec), 2023",Male,43554,43554.0,35168.0,35168.0,3771.0,3771.0,80.7,80.7,8.7,8.7
India,Karnataka,29,"Calendar Year (Jan - Dec), 2023",TransGender,33,33.0,28.0,28.0,2.0,2.0,84.8,84.8,6.1,6.1
India,Goa,30,"Calendar Year (Jan - Dec), 2021",Female,940,940.0,781.0,781.0,32.0,32.0,83.0,83.0,3.0,3.0
India,Goa,30,"Calendar Year (Jan - Dec), 2021",Male,1394,1394.0,1051.0,1051.0,43.0,43.0,75.0,75.0,3.0,3.0
India,Goa,30,"Calendar Year (Jan - Dec), 2021",TransGender,2,2.0,1.0,1.0,0.0,0.0,50.0,50.0,0.0,0.0
India,Goa,30,"Calendar Year (Jan - Dec), 2022",Female,695,695.0,607.0,607.0,32.0,32.0,87.0,87.0,5.0,5.0
India,Goa,30,"Calendar Year (Jan - Dec), 2022",Male,887,887.0,729.0,729.0,57.0,57.0,82.0,82.0,6.0,6.0
India,Goa,30,"Calendar Year (Jan - Dec), 2022",TransGender,2,2.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0
India,Goa,30,"Calendar Year (Jan - Dec), 2023",Female,778,778.0,652.0,652.0,51.0,51.0,83.8,83.8,6.6,6.6
India,Goa,30,"Calendar Year (Jan - Dec), 2023",Male,1169,1169.0,907.0,907.0,124.0,124.0,77.6,77.6,10.6,10.6
India,Goa,30,"Calendar Year (Jan - Dec), 2023",TransGender,1,1.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021",Female,6,6.0,5.0,5.0,0.0,0.0,83.0,83.0,0.0,0.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021",Male,17,17.0,9.0,9.0,2.0,2.0,53.0,53.0,12.0,12.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021",TransGender,0,0.0,0.0,0.0,,,,,,
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022",Female,9,9.0,8.0,8.0,0.0,0.0,89.0,89.0,0.0,0.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022",Male,8,8.0,7.0,7.0,0.0,0.0,88.0,88.0,0.0,0.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022",TransGender,0,0.0,0.0,0.0,0.0,0.0,,,,
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2023",Female,11,11.0,11.0,11.0,0.0,0.0,100.0,100.0,0.0,0.0
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2023",Male,9,9.0,7.0,7.0,1.0,1.0,77.8,77.8,11.1,11.1
India,Kerala,32,"Calendar Year (Jan - Dec), 2021",Female,8514,8514.0,7231.0,7231.0,490.0,490.0,85.0,85.0,6.0,6.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2021",Male,17117,17117.0,13929.0,13929.0,1369.0,1369.0,81.0,81.0,8.0,8.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2021",TransGender,13,13.0,11.0,11.0,1.0,1.0,85.0,85.0,8.0,8.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2022",Female,7219,7219.0,6045.0,6045.0,450.0,450.0,84.0,84.0,6.0,6.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2022",Male,13414,13414.0,10720.0,10720.0,1217.0,1217.0,80.0,80.0,9.0,9.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2022",TransGender,8,8.0,5.0,5.0,1.0,1.0,63.0,63.0,13.0,13.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2023",Female,7801,7801.0,6413.0,6413.0,483.0,483.0,82.2,82.2,6.2,6.2
India,Kerala,32,"Calendar Year (Jan - Dec), 2023",Male,14081,14081.0,10977.0,10977.0,1296.0,1296.0,78.0,78.0,9.2,9.2
India,Kerala,32,"Calendar Year (Jan - Dec), 2023",TransGender,4,4.0,4.0,4.0,0.0,0.0,100.0,100.0,0.0,0.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021",Female,34824,34824.0,29869.0,29869.0,1232.0,1232.0,86.0,86.0,4.0,4.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021",Male,78661,78661.0,63553.0,63553.0,4462.0,4462.0,81.0,81.0,6.0,6.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021",TransGender,129,129.0,106.0,106.0,8.0,8.0,82.0,82.0,6.0,6.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022",Female,21757,21757.0,18666.0,18666.0,940.0,940.0,86.0,86.0,4.0,4.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022",Male,47157,47157.0,38192.0,38192.0,3109.0,3109.0,81.0,81.0,7.0,7.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022",TransGender,29,29.0,27.0,27.0,1.0,1.0,93.0,93.0,3.0,3.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2023",Female,27184,27184.0,23390.0,23390.0,1201.0,1201.0,86.0,86.0,4.4,4.4
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2023",Male,55469,55469.0,45300.0,45300.0,3763.0,3763.0,81.7,81.7,6.8,6.8
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2023",TransGender,31,31.0,21.0,21.0,2.0,2.0,67.7,67.7,6.5,6.5
India,Puducherry,34,"Calendar Year (Jan - Dec), 2021",Female,555,555.0,474.0,474.0,32.0,32.0,85.0,85.0,6.0,6.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2021",Male,1096,1096.0,852.0,852.0,87.0,87.0,78.0,78.0,8.0,8.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2021",TransGender,1,1.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2022",Female,436,436.0,367.0,367.0,22.0,22.0,84.0,84.0,5.0,5.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2022",Male,783,783.0,627.0,627.0,58.0,58.0,80.0,80.0,7.0,7.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2022",TransGender,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2023",Female,485,485.0,415.0,415.0,23.0,23.0,85.6,85.6,4.7,4.7
India,Puducherry,34,"Calendar Year (Jan - Dec), 2023",Male,883,883.0,687.0,687.0,51.0,51.0,77.8,77.8,5.8,5.8
India,Puducherry,34,"Calendar Year (Jan - Dec), 2023",TransGender,1,1.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2021",Female,248,248.0,205.0,205.0,13.0,13.0,83.0,83.0,5.0,5.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2021",Male,353,353.0,279.0,279.0,17.0,17.0,79.0,79.0,5.0,5.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2021",TransGender,0,0.0,0.0,0.0,,,,,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2022",Female,171,171.0,154.0,154.0,4.0,4.0,90.0,90.0,2.0,2.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2022",Male,263,263.0,216.0,216.0,12.0,12.0,82.0,82.0,5.0,5.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2022",TransGender,0,0.0,0.0,0.0,0.0,0.0,,,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2023",Female,216,216.0,187.0,187.0,5.0,5.0,86.6,86.6,2.3,2.3
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2023",Male,264,264.0,229.0,229.0,8.0,8.0,86.7,86.7,3.0,3.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2021",Female,26984,26984.0,24430.0,24430.0,731.0,731.0,91.0,91.0,3.0,3.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2021",Male,44087,44087.0,38502.0,38502.0,1860.0,1860.0,87.0,87.0,4.0,4.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2021",TransGender,82,82.0,72.0,72.0,5.0,5.0,88.0,88.0,6.0,6.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2022",Female,23549,23549.0,21362.0,21362.0,519.0,519.0,91.0,91.0,2.0,2.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2022",Male,37280,37280.0,32791.0,32791.0,1356.0,1356.0,88.0,88.0,4.0,4.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2022",TransGender,28,28.0,23.0,23.0,1.0,1.0,82.0,82.0,4.0,4.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2023",Female,23984,23984.0,22261.0,22261.0,528.0,528.0,92.8,92.8,2.2,2.2
India,Telangana,36,"Calendar Year (Jan - Dec), 2023",Male,35606,35606.0,32057.0,32057.0,1231.0,1231.0,90.0,90.0,3.5,3.5
India,Telangana,36,"Calendar Year (Jan - Dec), 2023",TransGender,25,25.0,25.0,25.0,0.0,0.0,100.0,100.0,0.0,0.0
India,Ladakh,37,"Calendar Year (Jan - Dec), 2021",Female,196,196.0,168.0,168.0,13.0,13.0,86.0,86.0,7.0,7.0
India,Ladakh,37,"Calendar Year (Jan - Dec), 2021",Male,225,225.0,193.0,193.0,13.0,13.0,86.0,86.0,6.0,6.0
India,Ladakh,37,"Calendar Year (Jan - Dec), 2021",TransGender,0,0.0,0.0,0.0,,,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2022",Female,116,116.0,89.0,89.0,11.0,11.0,77.0,77.0,9.0,9.0
India,Ladakh,37,"Calendar Year (Jan - Dec), 2022",Male,127,127.0,99.0,99.0,8.0,8.0,78.0,78.0,6.0,6.0
India,Ladakh,37,"Calendar Year (Jan - Dec), 2022",TransGender,0,0.0,0.0,0.0,0.0,0.0,,,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2023",Female,153,153.0,122.0,122.0,10.0,10.0,79.7,79.7,6.5,6.5
India,Ladakh,37,"Calendar Year (Jan - Dec), 2023",Male,167,167.0,141.0,141.0,12.0,12.0,84.4,84.4,7.2,7.2
India,Ladakh,37,"Calendar Year (Jan - Dec), 2023",TransGender,0,0.0,,,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2021",Female,407,407.0,367.0,367.0,19.0,19.0,90.0,90.0,5.0,5.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2021",Male,619,619.0,551.0,551.0,17.0,17.0,89.0,89.0,3.0,3.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2021",TransGender,0,0.0,0.0,0.0,,,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2022",Female,275,275.0,255.0,255.0,7.0,7.0,93.0,93.0,3.0,3.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2022",Male,460,460.0,431.0,431.0,10.0,10.0,94.0,94.0,2.0,2.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2022",TransGender,0,0.0,0.0,0.0,0.0,0.0,,,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2023",Female,294,294.0,278.0,278.0,10.0,10.0,94.6,94.6,3.4,3.4
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2023",Male,436,436.0,397.0,397.0,20.0,20.0,91.1,91.1,4.6,4.6
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2023",TransGender,0,0.0,,,,,,,,
