Country,StateName,StateCode,Year,TRU,D7292_3,I7292_4_sum,I7292_4_avg,I7292_5_sum,I7292_5_avg,I7292_6_sum,I7292_6_avg,I7292_7_sum,I7292_7_avg,I7292_8_sum,I7292_8_avg,I7292_9_sum,I7292_9_avg,I7292_10_sum,I7292_10_avg,I7292_11_sum,I7292_11_avg,I7292_12_sum,I7292_12_avg,I7292_13_sum,I7292_13_avg,I7292_14_sum,I7292_14_avg
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,5.4,5.4,16.6,16.6,31.6,31.6,2.9,2.9,15.9,15.9,0.5,0.5,27.6,27.6,5.7,5.7,100.0,100.0,6347.0,6347.0,625.0,625.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Female,5.4,5.4,8.6,8.6,33.5,33.5,3.6,3.6,19.6,19.6,0.1,0.1,27.7,27.7,7.1,7.1,100.0,100.0,4808.0,4808.0,725.0,725.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Male,6.0,6.0,17.6,17.6,32.9,32.9,1.9,1.9,14.3,14.3,0.6,0.6,25.1,25.1,8.5,8.5,100.0,100.0,6308.0,6308.0,797.0,797.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Person,5.7,5.7,13.6,13.6,33.2,33.2,2.7,2.7,16.7,16.7,0.3,0.3,26.3,26.3,7.9,7.9,100.0,100.0,11116.0,11116.0,1522.0,1522.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,6.3,6.3,7.1,7.1,36.4,36.4,3.3,3.3,19.5,19.5,0.2,0.2,26.1,26.1,7.9,7.9,100.0,100.0,2338.0,2338.0,428.0,428.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,6.2,6.2,11.8,11.8,34.3,34.3,1.4,1.4,15.9,15.9,0.0,0.0,23.1,23.1,13.7,13.7,100.0,100.0,2431.0,2431.0,469.0,469.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,6.2,6.2,9.5,9.5,35.3,35.3,2.3,2.3,17.6,17.6,0.1,0.1,24.5,24.5,10.9,10.9,100.0,100.0,4769.0,4769.0,897.0,897.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,1.4,1.4,13.7,13.7,53.3,53.3,4.5,4.5,5.4,5.4,0.6,0.6,20.5,20.5,2.6,2.6,100.0,100.0,706.0,706.0,225.0,225.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,1.2,1.2,18.2,18.2,41.7,41.7,5.0,5.0,2.0,2.0,0.6,0.6,32.6,32.6,2.1,2.1,100.0,100.0,758.0,758.0,226.0,226.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,1.3,1.3,15.9,15.9,47.6,47.6,4.7,4.7,3.8,3.8,0.6,0.6,26.4,26.4,2.4,2.4,100.0,100.0,1464.0,1464.0,451.0,451.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Female,1.4,1.4,14.0,14.0,42.4,42.4,10.1,10.1,5.7,5.7,1.5,1.5,23.6,23.6,3.2,3.2,100.0,100.0,1267.0,1267.0,449.0,449.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Male,1.3,1.3,17.0,17.0,41.8,41.8,5.7,5.7,4.9,4.9,0.3,0.3,28.4,28.4,4.3,4.3,100.0,100.0,1257.0,1257.0,420.0,420.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Person,1.3,1.3,15.4,15.4,42.1,42.1,8.0,8.0,5.3,5.3,0.9,0.9,26.0,26.0,3.8,3.8,100.0,100.0,2523.0,2523.0,869.0,869.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,1.5,1.5,14.5,14.5,27.2,27.2,18.1,18.1,6.0,6.0,2.8,2.8,28.0,28.0,4.1,4.1,100.0,100.0,561.0,561.0,224.0,224.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,1.3,1.3,15.2,15.2,42.0,42.0,6.7,6.7,9.0,9.0,0.0,0.0,22.6,22.6,7.4,7.4,100.0,100.0,499.0,499.0,194.0,194.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,1.4,1.4,14.8,14.8,34.4,34.4,12.6,12.6,7.5,7.5,1.4,1.4,25.4,25.4,5.7,5.7,100.0,100.0,1059.0,1059.0,418.0,418.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,2.4,2.4,17.5,17.5,31.2,31.2,3.3,3.3,18.1,18.1,0.0,0.0,26.5,26.5,3.4,3.4,100.0,100.0,1342.0,1342.0,232.0,232.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,2.1,2.1,26.1,26.1,20.7,20.7,2.6,2.6,20.5,20.5,0.9,0.9,21.4,21.4,10.2,10.2,100.0,100.0,1385.0,1385.0,257.0,257.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,2.2,2.2,21.8,21.8,26.0,26.0,2.9,2.9,19.3,19.3,0.4,0.4,23.9,23.9,6.8,6.8,100.0,100.0,2727.0,2727.0,489.0,489.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Female,1.9,1.9,17.6,17.6,31.8,31.8,2.4,2.4,17.7,17.7,0.0,0.0,25.7,25.7,4.9,4.9,100.0,100.0,1772.0,1772.0,365.0,365.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Male,1.7,1.7,23.2,23.2,24.6,24.6,3.8,3.8,19.4,19.4,0.6,0.6,21.4,21.4,8.9,8.9,100.0,100.0,1812.0,1812.0,421.0,421.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Total,Person,1.8,1.8,20.4,20.4,28.2,28.2,3.1,3.1,18.5,18.5,0.3,0.3,23.5,23.5,6.9,6.9,100.0,100.0,3584.0,3584.0,786.0,786.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,1.2,1.2,17.8,17.8,33.5,33.5,0.0,0.0,16.4,16.4,0.0,0.0,23.5,23.5,9.0,9.0,100.0,100.0,430.0,430.0,133.0,133.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,1.1,1.1,14.7,14.7,35.9,35.9,7.1,7.1,16.1,16.1,0.0,0.0,21.3,21.3,5.0,5.0,100.0,100.0,427.0,427.0,164.0,164.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,1.2,1.2,16.3,16.3,34.7,34.7,3.5,3.5,16.3,16.3,0.0,0.0,22.4,22.4,7.0,7.0,100.0,100.0,857.0,857.0,297.0,297.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,1.1,1.1,28.1,28.1,24.1,24.1,6.9,6.9,4.9,4.9,0.2,0.2,30.6,30.6,5.2,5.2,100.0,100.0,573.0,573.0,147.0,147.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,1.5,1.5,33.4,33.4,23.0,23.0,4.1,4.1,7.1,7.1,2.3,2.3,18.5,18.5,12.3,12.3,100.0,100.0,905.0,905.0,250.0,250.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,1.3,1.3,31.3,31.3,23.5,23.5,5.2,5.2,6.2,6.2,1.5,1.5,23.3,23.3,9.5,9.5,100.0,100.0,1478.0,1478.0,397.0,397.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Female,1.2,1.2,19.3,19.3,23.4,23.4,10.2,10.2,12.6,12.6,4.6,4.6,25.8,25.8,4.1,4.1,100.0,100.0,1042.0,1042.0,302.0,302.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Male,1.3,1.3,28.0,28.0,24.1,24.1,3.7,3.7,9.4,9.4,1.7,1.7,22.6,22.6,11.0,11.0,100.0,100.0,1225.0,1225.0,438.0,438.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Total,Person,1.2,1.2,23.9,23.9,23.8,23.8,6.7,6.7,10.9,10.9,3.1,3.1,24.1,24.1,7.8,7.8,100.0,100.0,2267.0,2267.0,740.0,740.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,1.4,1.4,8.9,8.9,22.5,22.5,14.1,14.1,21.7,21.7,9.9,9.9,20.2,20.2,2.8,2.8,100.0,100.0,469.0,469.0,155.0,155.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,0.9,0.9,13.2,13.2,27.0,27.0,2.5,2.5,15.8,15.8,0.0,0.0,33.9,33.9,7.5,7.5,100.0,100.0,319.0,319.0,188.0,188.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,1.1,1.1,10.6,10.6,24.3,24.3,9.5,9.5,19.3,19.3,6.0,6.0,25.6,25.6,4.6,4.6,100.0,100.0,789.0,789.0,343.0,343.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,4.5,4.5,13.5,13.5,44.8,44.8,3.5,3.5,17.6,17.6,0.0,0.0,6.2,6.2,14.5,14.5,100.0,100.0,2425.0,2425.0,286.0,286.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,5.0,5.0,29.0,29.0,36.9,36.9,5.6,5.6,14.3,14.3,0.1,0.1,10.5,10.5,3.8,3.8,100.0,100.0,2855.0,2855.0,419.0,419.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,4.7,4.7,22.1,22.1,40.4,40.4,4.6,4.6,15.8,15.8,0.1,0.1,8.6,8.6,8.6,8.6,100.0,100.0,5280.0,5280.0,705.0,705.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Female,4.0,4.0,13.0,13.0,44.2,44.2,3.5,3.5,17.9,17.9,0.0,0.0,10.5,10.5,11.0,11.0,100.0,100.0,3568.0,3568.0,689.0,689.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Male,4.4,4.4,23.2,23.2,37.1,37.1,4.7,4.7,15.7,15.7,0.1,0.1,13.6,13.6,5.9,5.9,100.0,100.0,4195.0,4195.0,857.0,857.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Total,Person,4.2,4.2,18.5,18.5,40.3,40.3,4.2,4.2,16.7,16.7,0.0,0.0,12.2,12.2,8.2,8.2,100.0,100.0,7763.0,7763.0,1546.0,1546.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,3.3,3.3,11.9,11.9,43.1,43.1,3.5,3.5,18.6,18.6,0.0,0.0,19.3,19.3,3.9,3.9,100.0,100.0,1143.0,1143.0,403.0,403.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,3.5,3.5,10.3,10.3,37.5,37.5,2.8,2.8,18.6,18.6,0.1,0.1,20.4,20.4,10.6,10.6,100.0,100.0,1340.0,1340.0,438.0,438.0
India,Madhya Pradesh,23,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,3.4,3.4,11.0,11.0,40.1,40.1,3.1,3.1,18.6,18.6,0.0,0.0,19.9,19.9,7.5,7.5,100.0,100.0,2483.0,2483.0,841.0,841.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,3.4,3.4,16.5,16.5,25.5,25.5,4.7,4.7,19.1,19.1,0.3,0.3,31.0,31.0,3.0,3.0,100.0,100.0,1680.0,1680.0,284.0,284.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,3.8,3.8,11.5,11.5,35.0,35.0,5.4,5.4,12.8,12.8,0.2,0.2,28.5,28.5,6.7,6.7,100.0,100.0,2318.0,2318.0,385.0,385.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,3.6,3.6,13.7,13.7,30.7,30.7,5.1,5.1,15.6,15.6,0.2,0.2,29.6,29.6,5.1,5.1,100.0,100.0,3998.0,3998.0,669.0,669.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Female,5.0,5.0,13.0,13.0,27.2,27.2,7.1,7.1,13.9,13.9,0.1,0.1,35.5,35.5,3.6,3.6,100.0,100.0,4225.0,4225.0,792.0,792.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Male,4.7,4.7,10.4,10.4,33.1,33.1,6.5,6.5,11.8,11.8,0.7,0.7,32.0,32.0,5.5,5.5,100.0,100.0,4640.0,4640.0,936.0,936.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Total,Person,4.9,4.9,11.7,11.7,30.2,30.2,6.8,6.8,12.8,12.8,0.4,0.4,33.7,33.7,4.6,4.6,100.0,100.0,8865.0,8865.0,1728.0,1728.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,7.5,7.5,10.6,10.6,28.4,28.4,8.7,8.7,10.3,10.3,0.0,0.0,38.6,38.6,3.9,3.9,100.0,100.0,2546.0,2546.0,508.0,508.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,6.1,6.1,9.4,9.4,31.3,31.3,7.6,7.6,10.9,10.9,1.3,1.3,35.4,35.4,4.4,4.4,100.0,100.0,2322.0,2322.0,551.0,551.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,6.8,6.8,10.0,10.0,29.8,29.8,8.2,8.2,10.6,10.6,0.6,0.6,37.1,37.1,4.1,4.1,100.0,100.0,4867.0,4867.0,1059.0,1059.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,12.3,12.3,22.0,22.0,41.5,41.5,4.2,4.2,7.3,7.3,0.8,0.8,20.4,20.4,4.9,4.9,100.0,100.0,6293.0,6293.0,815.0,815.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,12.1,12.1,24.6,24.6,42.2,42.2,4.0,4.0,9.7,9.7,0.4,0.4,15.2,15.2,4.0,4.0,100.0,100.0,7061.0,7061.0,942.0,942.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,12.2,12.2,23.3,23.3,41.8,41.8,4.1,4.1,8.6,8.6,0.6,0.6,17.7,17.7,4.4,4.4,100.0,100.0,13354.0,13354.0,1757.0,1757.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Female,14.0,14.0,15.8,15.8,35.7,35.7,6.1,6.1,12.5,12.5,0.6,0.6,24.2,24.2,6.1,6.1,100.0,100.0,12196.0,12196.0,2038.0,2038.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Male,13.6,13.6,18.2,18.2,34.8,34.8,6.4,6.4,12.6,12.6,0.5,0.5,22.7,22.7,5.5,5.5,100.0,100.0,13114.0,13114.0,2204.0,2204.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Total,Person,13.8,13.8,17.0,17.0,35.2,35.2,6.3,6.3,12.5,12.5,0.5,0.5,23.4,23.4,5.8,5.8,100.0,100.0,25309.0,25309.0,4242.0,4242.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,16.5,16.5,8.9,8.9,29.2,29.2,8.3,8.3,18.3,18.3,0.4,0.4,28.5,28.5,7.4,7.4,100.0,100.0,5902.0,5902.0,1223.0,1223.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,16.0,16.0,10.7,10.7,26.1,26.1,9.2,9.2,16.0,16.0,0.6,0.6,31.4,31.4,7.2,7.2,100.0,100.0,6053.0,6053.0,1262.0,1262.0
India,Maharashtra,27,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,16.3,16.3,9.8,9.8,27.6,27.6,8.8,8.8,17.1,17.1,0.5,0.5,30.0,30.0,7.3,7.3,100.0,100.0,11955.0,11955.0,2485.0,2485.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,8.3,8.3,11.1,11.1,43.7,43.7,6.1,6.1,17.3,17.3,0.1,0.1,19.5,19.5,2.6,2.6,100.0,100.0,4364.0,4364.0,564.0,564.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,7.9,7.9,16.3,16.3,37.7,37.7,3.9,3.9,13.8,13.8,0.0,0.0,24.6,24.6,4.6,4.6,100.0,100.0,4826.0,4826.0,671.0,671.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,8.1,8.1,13.7,13.7,40.6,40.6,5.0,5.0,15.5,15.5,0.0,0.0,22.1,22.1,3.6,3.6,100.0,100.0,9190.0,9190.0,1235.0,1235.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Female,7.2,7.2,13.5,13.5,40.1,40.1,5.9,5.9,16.7,16.7,0.1,0.1,20.7,20.7,3.4,3.4,100.0,100.0,6349.0,6349.0,930.0,930.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Male,7.2,7.2,13.8,13.8,38.8,38.8,3.6,3.6,16.1,16.1,0.0,0.0,23.2,23.2,5.3,5.3,100.0,100.0,7164.0,7164.0,1100.0,1100.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Person,7.2,7.2,13.7,13.7,39.4,39.4,4.7,4.7,16.4,16.4,0.0,0.0,22.0,22.0,4.4,4.4,100.0,100.0,13513.0,13513.0,2030.0,2030.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,5.7,5.7,18.9,18.9,32.1,32.1,5.5,5.5,15.5,15.5,0.2,0.2,23.2,23.2,5.1,5.1,100.0,100.0,1985.0,1985.0,366.0,366.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,6.2,6.2,8.9,8.9,40.9,40.9,2.8,2.8,20.5,20.5,0.0,0.0,20.5,20.5,6.7,6.7,100.0,100.0,2338.0,2338.0,429.0,429.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,6.0,6.0,13.5,13.5,36.8,36.8,4.1,4.1,18.2,18.2,0.1,0.1,21.8,21.8,5.9,5.9,100.0,100.0,4323.0,4323.0,795.0,795.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,5.3,5.3,26.2,26.2,48.5,48.5,7.2,7.2,7.0,7.0,0.0,0.0,8.5,8.5,2.6,2.6,100.0,100.0,2763.0,2763.0,400.0,400.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,6.9,6.9,30.8,30.8,37.4,37.4,5.8,5.8,7.1,7.1,0.5,0.5,11.0,11.0,7.4,7.4,100.0,100.0,3949.0,3949.0,565.0,565.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,6.1,6.1,28.9,28.9,41.9,41.9,6.4,6.4,7.1,7.1,0.3,0.3,10.0,10.0,5.5,5.5,100.0,100.0,6712.0,6712.0,965.0,965.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Female,5.8,5.8,24.4,24.4,47.3,47.3,6.1,6.1,8.9,8.9,0.0,0.0,10.7,10.7,2.7,2.7,100.0,100.0,4965.0,4965.0,885.0,885.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Male,7.1,7.1,26.0,26.0,41.3,41.3,6.0,6.0,9.1,9.1,0.4,0.4,11.6,11.6,5.6,5.6,100.0,100.0,6611.0,6611.0,1137.0,1137.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Person,6.5,6.5,25.3,25.3,43.9,43.9,6.1,6.1,9.0,9.0,0.3,0.3,11.2,11.2,4.4,4.4,100.0,100.0,11575.0,11575.0,2022.0,2022.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban ,Female,6.5,6.5,22.2,22.2,45.8,45.8,4.7,4.7,11.3,11.3,0.1,0.1,13.4,13.4,2.9,2.9,100.0,100.0,2202.0,2202.0,485.0,485.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban ,Male,7.4,7.4,19.0,19.0,47.0,47.0,6.3,6.3,12.0,12.0,0.4,0.4,12.4,12.4,2.9,2.9,100.0,100.0,2661.0,2661.0,572.0,572.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban ,Person,7.0,7.0,20.4,20.4,46.5,46.5,5.6,5.6,11.7,11.7,0.2,0.2,12.8,12.8,2.9,2.9,100.0,100.0,4863.0,4863.0,1057.0,1057.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural ,Female,0.0,0.0,14.9,14.9,37.2,37.2,0.0,0.0,46.9,46.9,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,14.0,14.0,11.0,11.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural ,Male,0.0,0.0,21.5,21.5,33.3,33.3,5.9,5.9,0.0,0.0,0.0,0.0,13.6,13.6,25.7,25.7,100.0,100.0,11.0,11.0,12.0,12.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural ,Person,0.0,0.0,18.0,18.0,35.4,35.4,2.8,2.8,24.7,24.7,0.0,0.0,6.5,6.5,12.7,12.7,100.0,100.0,25.0,25.0,23.0,23.0
