Country,StateName,StateCode,Year,D1221_3,I1221_4_sum,I1221_4_avg,I1221_5_sum,I1221_5_avg,I1221_6_sum,I1221_6_avg,I1221_7_sum,I1221_7_avg,I1221_8_sum,I1221_8_avg,I1221_9_sum,I1221_9_avg,I1221_10_sum,I1221_10_avg,I1221_11_sum,I1221_11_avg,I1221_12_sum,I1221_12_avg,I1221_13_sum,I1221_13_avg
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2023",Public,2256.0,2256.0,75.0,75.0,303.0,303.0,13.4,13.4,171.0,171.0,56.4,56.4,,,,,,,,
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2024",Private,8.0,8.0,53.3,53.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2024",Public,1900.0,1900.0,67.7,67.7,228.0,228.0,12.0,12.0,88.0,88.0,38.6,38.6,,,,,,,,
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,9.0,9.0,45.0,45.0,707.0,707.0,177.0,177.0
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,70.0,70.0,440.0,440.0,4075.0,4075.0,2419.0,2419.0
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021",Private,311.0,311.0,46.0,46.0,61.0,61.0,20.0,20.0,5.0,5.0,8.0,8.0,,,,,,,,
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021",Public,2121.0,2121.0,75.0,75.0,258.0,258.0,12.0,12.0,66.0,66.0,26.0,26.0,,,,,,,,
India,Nagaland,13,"Calendar Year (Jan - Dec), 2022",Private,394.0,394.0,74.0,74.0,69.0,69.0,18.0,18.0,34.0,34.0,49.0,49.0,,,,,,,,
India,Nagaland,13,"Calendar Year (Jan - Dec), 2022",Public,2610.0,2610.0,83.0,83.0,396.0,396.0,15.0,15.0,244.0,244.0,62.0,62.0,,,,,,,,
India,Nagaland,13,"Calendar Year (Jan - Dec), 2023",Private,357.0,357.0,95.7,95.7,70.0,70.0,19.6,19.6,24.0,24.0,34.3,34.3,,,,,,,,
India,Nagaland,13,"Calendar Year (Jan - Dec), 2023",Public,3141.0,3141.0,82.5,82.5,591.0,591.0,18.8,18.8,381.0,381.0,64.5,64.5,,,,,,,,
India,Nagaland,13,"Calendar Year (Jan - Dec), 2024",Private,442.0,442.0,94.8,94.8,61.0,61.0,13.8,13.8,8.0,8.0,13.1,13.1,,,,,,,,
India,Nagaland,13,"Calendar Year (Jan - Dec), 2024",Public,3313.0,3313.0,84.9,84.9,565.0,565.0,17.1,17.1,283.0,283.0,50.1,50.1,,,,,,,,
India,Manipur,14,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,,,8.0,8.0,370.0,370.0,19.0,19.0
India,Manipur,14,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,45.0,45.0,288.0,288.0,2277.0,2277.0,910.0,910.0
India,Manipur,14,"Calendar Year (Jan - Dec), 2021",Private,8.0,8.0,4.0,4.0,2.0,2.0,25.0,25.0,,,0.0,0.0,,,,,,,,
India,Manipur,14,"Calendar Year (Jan - Dec), 2021",Public,749.0,749.0,53.0,53.0,233.0,233.0,31.0,31.0,29.0,29.0,12.0,12.0,,,,,,,,
India,Manipur,14,"Calendar Year (Jan - Dec), 2022",Private,77.0,77.0,41.0,41.0,14.0,14.0,18.0,18.0,2.0,2.0,14.0,14.0,,,,,,,,
India,Manipur,14,"Calendar Year (Jan - Dec), 2022",Public,1112.0,1112.0,66.0,66.0,238.0,238.0,21.0,21.0,41.0,41.0,17.0,17.0,,,,,,,,
India,Manipur,14,"Calendar Year (Jan - Dec), 2023",Private,135.0,135.0,52.5,52.5,12.0,12.0,8.9,8.9,1.0,1.0,8.3,8.3,,,,,,,,
India,Manipur,14,"Calendar Year (Jan - Dec), 2023",Public,1709.0,1709.0,72.1,72.1,330.0,330.0,19.3,19.3,82.0,82.0,24.8,24.8,,,,,,,,
India,Manipur,14,"Calendar Year (Jan - Dec), 2024",Private,70.0,70.0,26.5,26.5,4.0,4.0,5.7,5.7,0.0,0.0,0.0,0.0,,,,,,,,
India,Manipur,14,"Calendar Year (Jan - Dec), 2024",Public,1685.0,1685.0,73.2,73.2,341.0,341.0,20.2,20.2,60.0,60.0,17.6,17.6,,,,,,,,
India,Mizoram,15,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,,,,,60.0,60.0,4.0,4.0
India,Mizoram,15,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,245.0,245.0,750.0,750.0,2931.0,2931.0,1907.0,1907.0
India,Mizoram,15,"Calendar Year (Jan - Dec), 2021",Private,44.0,44.0,21.0,21.0,22.0,22.0,50.0,50.0,3.0,3.0,14.0,14.0,,,,,,,,
India,Mizoram,15,"Calendar Year (Jan - Dec), 2021",Public,1663.0,1663.0,77.0,77.0,658.0,658.0,40.0,40.0,338.0,338.0,51.0,51.0,,,,,,,,
India,Mizoram,15,"Calendar Year (Jan - Dec), 2022",Private,192.0,192.0,100.0,100.0,80.0,80.0,42.0,42.0,57.0,57.0,71.0,71.0,,,,,,,,
India,Mizoram,15,"Calendar Year (Jan - Dec), 2022",Public,1517.0,1517.0,95.0,95.0,539.0,539.0,36.0,36.0,332.0,332.0,62.0,62.0,,,,,,,,
India,Mizoram,15,"Calendar Year (Jan - Dec), 2023",Private,19.0,19.0,95.0,95.0,5.0,5.0,26.3,26.3,5.0,5.0,100.0,100.0,,,,,,,,
India,Mizoram,15,"Calendar Year (Jan - Dec), 2023",Public,2042.0,2042.0,97.9,97.9,616.0,616.0,30.2,30.2,548.0,548.0,89.0,89.0,,,,,,,,
India,Mizoram,15,"Calendar Year (Jan - Dec), 2024",Private,25.0,25.0,86.2,86.2,5.0,5.0,20.0,20.0,5.0,5.0,100.0,100.0,,,,,,,,
India,Mizoram,15,"Calendar Year (Jan - Dec), 2024",Public,2155.0,2155.0,94.5,94.5,691.0,691.0,32.1,32.1,636.0,636.0,92.0,92.0,,,,,,,,
India,Tripura,16,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,1.0,1.0,1.0,1.0,12.0,12.0,2.0,2.0
India,Tripura,16,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,10.0,10.0,281.0,281.0,3015.0,3015.0,1308.0,1308.0
India,Tripura,16,"Calendar Year (Jan - Dec), 2021",Private,,,0.0,0.0,,,,,,,,,,,,,,,,
India,Tripura,16,"Calendar Year (Jan - Dec), 2021",Public,1476.0,1476.0,67.0,67.0,229.0,229.0,16.0,16.0,18.0,18.0,8.0,8.0,,,,,,,,
India,Tripura,16,"Calendar Year (Jan - Dec), 2022",Private,9.0,9.0,69.0,69.0,1.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,
India,Tripura,16,"Calendar Year (Jan - Dec), 2022",Public,1991.0,1991.0,72.0,72.0,266.0,266.0,13.0,13.0,17.0,17.0,6.0,6.0,,,,,,,,
India,Tripura,16,"Calendar Year (Jan - Dec), 2023",Private,31.0,31.0,77.5,77.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,
India,Tripura,16,"Calendar Year (Jan - Dec), 2023",Public,2215.0,2215.0,68.0,68.0,478.0,478.0,21.6,21.6,44.0,44.0,9.2,9.2,,,,,,,,
India,Tripura,16,"Calendar Year (Jan - Dec), 2024",Private,19.0,19.0,70.4,70.4,1.0,1.0,5.3,5.3,0.0,0.0,0.0,0.0,,,,,,,,
India,Tripura,16,"Calendar Year (Jan - Dec), 2024",Public,2103.0,2103.0,59.1,59.1,413.0,413.0,19.6,19.6,82.0,82.0,19.9,19.9,,,,,,,,
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,6.0,6.0,77.0,77.0,617.0,617.0,129.0,129.0
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,238.0,238.0,1110.0,1110.0,4772.0,4772.0,3017.0,3017.0
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2021",Private,273.0,273.0,65.0,65.0,212.0,212.0,78.0,78.0,17.0,17.0,8.0,8.0,,,,,,,,
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2021",Public,3011.0,3011.0,81.0,81.0,1144.0,1144.0,38.0,38.0,113.0,113.0,10.0,10.0,,,,,,,,
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2022",Private,235.0,235.0,66.0,66.0,156.0,156.0,66.0,66.0,12.0,12.0,8.0,8.0,,,,,,,,
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2022",Public,3117.0,3117.0,81.0,81.0,1179.0,1179.0,38.0,38.0,217.0,217.0,18.0,18.0,,,,,,,,
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2023",Private,182.0,182.0,56.5,56.5,60.0,60.0,33.0,33.0,3.0,3.0,5.0,5.0,,,,,,,,
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2023",Public,3586.0,3586.0,77.3,77.3,1384.0,1384.0,38.6,38.6,254.0,254.0,18.4,18.4,,,,,,,,
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2024",Private,218.0,218.0,60.9,60.9,89.0,89.0,40.8,40.8,7.0,7.0,7.9,7.9,,,,,,,,
India,Meghalaya,17,"Calendar Year (Jan - Dec), 2024",Public,3985.0,3985.0,87.5,87.5,1432.0,1432.0,35.9,35.9,241.0,241.0,16.8,16.8,,,,,,,,
India,Assam,18,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,8.0,8.0,105.0,105.0,5710.0,5710.0,792.0,792.0
India,Assam,18,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,1170.0,1170.0,7309.0,7309.0,43055.0,43055.0,22479.0,22479.0
India,Assam,18,"Calendar Year (Jan - Dec), 2021",Private,1830.0,1830.0,50.0,50.0,338.0,338.0,18.0,18.0,125.0,125.0,37.0,37.0,,,,,,,,
India,Assam,18,"Calendar Year (Jan - Dec), 2021",Public,19926.0,19926.0,63.0,63.0,6024.0,6024.0,30.0,30.0,1032.0,1032.0,17.0,17.0,,,,,,,,
India,Assam,18,"Calendar Year (Jan - Dec), 2022",Private,2607.0,2607.0,63.0,63.0,285.0,285.0,11.0,11.0,105.0,105.0,37.0,37.0,,,,,,,,
India,Assam,18,"Calendar Year (Jan - Dec), 2022",Public,22567.0,22567.0,67.0,67.0,6304.0,6304.0,28.0,28.0,1240.0,1240.0,20.0,20.0,,,,,,,,
India,Assam,18,"Calendar Year (Jan - Dec), 2023",Private,4074.0,4074.0,68.8,68.8,325.0,325.0,8.0,8.0,93.0,93.0,28.6,28.6,,,,,,,,
India,Assam,18,"Calendar Year (Jan - Dec), 2023",Public,30134.0,30134.0,71.7,71.7,7929.0,7929.0,26.3,26.3,1497.0,1497.0,18.9,18.9,,,,,,,,
India,Assam,18,"Calendar Year (Jan - Dec), 2024",Private,6202.0,6202.0,78.7,78.7,519.0,519.0,8.4,8.4,166.0,166.0,32.0,32.0,,,,,,,,
India,Assam,18,"Calendar Year (Jan - Dec), 2024",Public,34886.0,34886.0,79.2,79.2,8264.0,8264.0,23.7,23.7,1514.0,1514.0,18.3,18.3,,,,,,,,
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,270.0,270.0,1068.0,1068.0,16986.0,16986.0,6563.0,6563.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,4885.0,4885.0,16500.0,16500.0,94566.0,94566.0,69701.0,69701.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021",Private,6046.0,6046.0,76.0,76.0,833.0,833.0,14.0,14.0,281.0,281.0,34.0,34.0,,,,,,,,
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021",Public,58775.0,58775.0,82.0,82.0,13800.0,13800.0,23.0,23.0,4184.0,4184.0,30.0,30.0,,,,,,,,
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022",Private,7706.0,7706.0,84.0,84.0,1060.0,1060.0,14.0,14.0,435.0,435.0,41.0,41.0,,,,,,,,
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022",Public,70889.0,70889.0,86.0,86.0,15654.0,15654.0,22.0,22.0,4839.0,4839.0,31.0,31.0,,,,,,,,
India,West Bengal,19,"Calendar Year (Jan - Dec), 2023",Private,6168.0,6168.0,77.1,77.1,1100.0,1100.0,17.8,17.8,353.0,353.0,32.1,32.1,,,,,,,,
India,West Bengal,19,"Calendar Year (Jan - Dec), 2023",Public,80975.0,80975.0,86.3,86.3,18126.0,18126.0,22.4,22.4,6173.0,6173.0,34.1,34.1,,,,,,,,
India,West Bengal,19,"Calendar Year (Jan - Dec), 2024",Private,5863.0,5863.0,69.1,69.1,904.0,904.0,15.4,15.4,363.0,363.0,40.2,40.2,,,,,,,,
India,West Bengal,19,"Calendar Year (Jan - Dec), 2024",Public,79766.0,79766.0,83.9,83.9,19003.0,19003.0,23.8,23.8,6254.0,6254.0,32.9,32.9,,,,,,,,
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,21.0,21.0,81.0,81.0,12736.0,12736.0,1387.0,1387.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,1143.0,1143.0,4443.0,4443.0,44696.0,44696.0,27940.0,27940.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021",Private,3493.0,3493.0,23.0,23.0,322.0,322.0,9.0,9.0,30.0,30.0,9.0,9.0,,,,,,,,
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021",Public,19709.0,19709.0,64.0,64.0,3179.0,3179.0,16.0,16.0,968.0,968.0,30.0,30.0,,,,,,,,
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022",Private,4109.0,4109.0,25.0,25.0,190.0,190.0,5.0,5.0,39.0,39.0,21.0,21.0,,,,,,,,
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022",Public,23696.0,23696.0,65.0,65.0,3202.0,3202.0,14.0,14.0,1085.0,1085.0,34.0,34.0,,,,,,,,
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2023",Private,4611.0,4611.0,40.1,40.1,91.0,91.0,2.0,2.0,33.0,33.0,36.3,36.3,,,,,,,,
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2023",Public,36887.0,36887.0,78.6,78.6,4280.0,4280.0,11.6,11.6,1349.0,1349.0,31.5,31.5,,,,,,,,
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2024",Private,6676.0,6676.0,53.8,53.8,170.0,170.0,2.5,2.5,57.0,57.0,33.5,33.5,,,,,,,,
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2024",Public,41685.0,41685.0,82.2,82.2,5524.0,5524.0,13.3,13.3,1480.0,1480.0,26.8,26.8,,,,,,,,
India,Odisha,21,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,81.0,81.0,283.0,283.0,4008.0,4008.0,2804.0,2804.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,2253.0,2253.0,8337.0,8337.0,49279.0,49279.0,39704.0,39704.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2021",Private,3142.0,3142.0,87.0,87.0,232.0,232.0,7.0,7.0,94.0,94.0,41.0,41.0,,,,,,,,
India,Odisha,21,"Calendar Year (Jan - Dec), 2021",Public,38653.0,38653.0,92.0,92.0,8186.0,8186.0,21.0,21.0,2884.0,2884.0,35.0,35.0,,,,,,,,
India,Odisha,21,"Calendar Year (Jan - Dec), 2022",Private,3526.0,3526.0,89.0,89.0,206.0,206.0,6.0,6.0,121.0,121.0,59.0,59.0,,,,,,,,
India,Odisha,21,"Calendar Year (Jan - Dec), 2022",Public,44875.0,44875.0,93.0,93.0,8567.0,8567.0,19.0,19.0,3637.0,3637.0,42.0,42.0,,,,,,,,
India,Odisha,21,"Calendar Year (Jan - Dec), 2023",Private,4025.0,4025.0,91.6,91.6,262.0,262.0,6.5,6.5,114.0,114.0,43.5,43.5,,,,,,,,
India,Odisha,21,"Calendar Year (Jan - Dec), 2023",Public,52549.0,52549.0,94.6,94.6,9966.0,9966.0,19.0,19.0,4454.0,4454.0,44.7,44.7,,,,,,,,
India,Odisha,21,"Calendar Year (Jan - Dec), 2024",Private,3773.0,3773.0,92.2,92.2,285.0,285.0,7.6,7.6,130.0,130.0,45.6,45.6,,,,,,,,
India,Odisha,21,"Calendar Year (Jan - Dec), 2024",Public,55063.0,55063.0,95.3,95.3,10639.0,10639.0,19.3,19.3,4672.0,4672.0,43.9,43.9,,,,,,,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,52.0,52.0,375.0,375.0,11068.0,11068.0,3693.0,3693.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,4577.0,4577.0,8338.0,8338.0,32723.0,32723.0,26206.0,26206.0
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2021",Private,3247.0,3247.0,45.0,45.0,388.0,388.0,12.0,12.0,99.0,99.0,26.0,26.0,,,,,,,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2021",Public,18647.0,18647.0,84.0,84.0,6033.0,6033.0,32.0,32.0,3159.0,3159.0,52.0,52.0,,,,,,,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2022",Private,4208.0,4208.0,58.0,58.0,344.0,344.0,8.0,8.0,186.0,186.0,54.0,54.0,,,,,,,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2022",Public,21280.0,21280.0,84.0,84.0,6572.0,6572.0,31.0,31.0,3118.0,3118.0,47.0,47.0,,,,,,,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2023",Private,5815.0,5815.0,62.7,62.7,336.0,336.0,5.8,5.8,140.0,140.0,41.7,41.7,,,,,,,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2023",Public,25332.0,25332.0,86.0,86.0,7986.0,7986.0,31.5,31.5,3595.0,3595.0,45.0,45.0,,,,,,,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2024",Private,6172.0,6172.0,59.1,59.1,394.0,394.0,6.4,6.4,132.0,132.0,33.5,33.5,,,,,,,,
India,Chhattisgarh,22,"Calendar Year (Jan - Dec), 2024",Public,24160.0,24160.0,84.6,84.6,7498.0,7498.0,31.0,31.0,3419.0,3419.0,45.6,45.6,,,,,,,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,118.0,118.0,897.0,897.0,40834.0,40834.0,12674.0,12674.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,1843.0,1843.0,11703.0,11703.0,146677.0,146677.0,82599.0,82599.0
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2021",Private,12526.0,12526.0,42.0,42.0,892.0,892.0,7.0,7.0,168.0,168.0,19.0,19.0,,,,,,,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2021",Public,71880.0,71880.0,66.0,66.0,11476.0,11476.0,16.0,16.0,1807.0,1807.0,16.0,16.0,,,,,,,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2022",Private,26134.0,26134.0,55.0,55.0,837.0,837.0,3.0,3.0,187.0,187.0,22.0,22.0,,,,,,,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2022",Public,75801.0,75801.0,63.0,63.0,12259.0,12259.0,16.0,16.0,2061.0,2061.0,17.0,17.0,,,,,,,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2023",Private,20132.0,20132.0,40.9,40.9,974.0,974.0,4.8,4.8,92.0,92.0,9.4,9.4,,,,,,,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2023",Public,81505.0,81505.0,58.3,58.3,13625.0,13625.0,16.7,16.7,2697.0,2697.0,19.8,19.8,,,,,,,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2024",Private,22256.0,22256.0,45.6,45.6,1795.0,1795.0,8.1,8.1,334.0,334.0,18.6,18.6,,,,,,,,
India,Madhya Pradesh,23,"Calendar Year (Jan - Dec), 2024",Public,80540.0,80540.0,58.3,58.3,13444.0,13444.0,16.7,16.7,2641.0,2641.0,19.6,19.6,,,,,,,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2020",Private,,,,,,,,,,,,,303.0,303.0,3514.0,3514.0,53159.0,53159.0,34723.0,34723.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2020",Public,,,,,,,,,,,,,4433.0,4433.0,15607.0,15607.0,103012.0,103012.0,92323.0,92323.0
India,Gujarat,24,"Calendar Year (Jan - Dec), 2021",Private,32621.0,32621.0,84.0,84.0,3016.0,3016.0,9.0,9.0,607.0,607.0,20.0,20.0,,,,,,,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2021",Public,75868.0,75868.0,94.0,94.0,13693.0,13693.0,18.0,18.0,4706.0,4706.0,34.0,34.0,,,,,,,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2022",Private,37255.0,37255.0,92.0,92.0,3451.0,3451.0,9.0,9.0,1386.0,1386.0,40.0,40.0,,,,,,,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2022",Public,97439.0,97439.0,97.0,97.0,16835.0,16835.0,17.0,17.0,7133.0,7133.0,42.0,42.0,,,,,,,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2023",Private,35780.0,35780.0,90.6,90.6,2365.0,2365.0,6.6,6.6,895.0,895.0,37.8,37.8,,,,,,,,
India,Gujarat,24,"Calendar Year (Jan - Dec), 2023",Public,104192.0,104192.0,95.9,95.9,16920.0,16920.0,16.2,16.2,7145.0,7145.0,42.2,42.2,,,,,,,,
